cohort,newaimag,wave,log_wage,educ_years,experience,experience_sq,age,pct_female,pct_urban,pct_married,mean_hhsize,cell_n,sum_weight,panel_id,n_waves
c1985,23,2016,12.9360939545152,11.2847332101406,11.6237571609307,148.752971273838,28.9084903710713,0.50671853864003,0.437840829108742,0.907148763322756,3.92970240032135,73,2757.87143707275,c1985_23,5
c1990,23,2016,12.8799541046304,12.5522601579921,7.02342361225959,54.3846648096777,25.5756837702517,0.528318341786774,0.590043622726212,0.901917471321951,3.38664399621878,21,774.557266235351,c1990_23,5
c1970,23,2016,13.0034913735199,11.1847892233422,26.5657598692749,713.422103137946,43.7505490926171,0.656692206224663,0.528975136174072,0.811379783957896,3.9152707790443,52,1939.65826416016,c1970_23,5
c1960,23,2016,12.9408651820461,10.4569819064635,37.3868051041,1413.86854530618,53.8437870105635,0.357095244616424,0.446819720894643,0.782905827857125,2.57396376866084,36,1361.58706665039,c1960_23,1
c1965,23,2016,12.9729840554641,10.4941903598914,32.243461177543,1049.81097453216,48.7376515374345,0.497874629075507,0.396221001913013,0.645192013442658,2.64312366130912,40,1512.43041610718,c1965_23,3
c1965,41,2016,12.8927072169107,11.2324159270956,31.8782904293296,1022.63018333512,49.1107063564252,0.562495037942258,0.174711290546386,0.780962604324573,3.12460928701464,67,3161.74816703797,c1965_41,5
c1970,41,2016,13.0358967743255,11.1610078608332,27.1257988008243,744.802758603271,44.2868066616575,0.47259341358481,0.255241883036142,0.779585862001149,4.32097894221519,45,1917.18276405335,c1970_41,5
c1960,41,2016,12.9301260145861,10.7312141353119,36.7165327258324,1357.08714445566,53.4477468611443,0.356454403949036,0.314736879075258,0.878720476988938,2.48839006073719,23,903.942670822144,c1960_41,3
c1975,41,2016,13.0424241048926,10.771395056928,21.9541543498794,495.934998650338,38.7255494068073,0.484692582553263,0.270183541951011,0.688292919543797,4.38353803131438,45,1874.11492729187,c1975_41,5
c1980,41,2016,13.0145739003425,11.0915361380526,16.8113139072044,294.762360290768,33.902850045257,0.544204506927752,0.260495412701816,0.869899529671389,3.96381559391365,66,2767.13578224182,c1980_41,5
c1985,41,2016,13.1447175718861,11.8164023406048,10.9667519744464,128.62136370489,28.7831543150513,0.525490182039845,0.322433130123297,0.810453098123875,3.96098230720308,68,2661.88298988342,c1985_41,5
c1990,41,2016,13.0798379874589,12.1734416179904,7.49962990682135,62.6949229991161,25.6730715248118,0.620023711473515,0.235090072540536,0.688203924216265,3.32994406917698,28,1215.13643836975,c1990_41,5
c1985,42,2016,13.1301429405529,11.9928653711513,10.7834628307081,122.09458367249,28.7763282018594,0.398634191360316,0.436205769805302,0.892637736965334,3.40821011761171,55,811.853383064271,c1985_42,4
c1990,42,2016,13.1190377002705,12.2618347215749,7.23916378315373,56.3379148936259,25.5009985047286,0.44752025876234,0.711946728355967,0.820728242134782,3.51956760167739,21,387.979331016541,c1990_42,4
c1980,42,2016,13.0170445311254,11.4165634636982,16.4246460004587,276.923818064577,33.8412094641569,0.381513146728245,0.607623867690137,0.845919246678571,3.40715641186402,32,540.81034564972,c1980_42,4
c1965,42,2016,13.0103593109105,10.335535358528,32.6306553541094,1071.29561378068,48.9661907126373,0.598000880843052,0.541276305430112,0.657600624110166,2.89356840581102,29,462.758454322815,c1965_42,3
c1975,42,2016,13.1610462436596,11.252497789014,21.9550920498212,488.217658966152,39.2075898388352,0.459555280247646,0.64109599784433,0.886636228372036,4.27628224654629,50,869.643466949464,c1975_42,4
c1970,42,2016,13.0829927637122,11.025926150535,27.1455186635458,742.02755156864,44.1714448140808,0.479142014814471,0.694153280506289,0.915743349772291,3.56666123470297,38,691.190262794495,c1970_42,4
c1960,42,2016,13.0788348001946,10.9359998173033,36.5275820105976,1339.88220029221,53.4635818279009,0.507983293557451,0.60573995542167,0.719146718048183,2.69247294007375,20,341.888152122498,c1960_42,1
c1990,43,2016,13.0250667554591,12.9282469341726,6.66225266152215,47.3494941562951,25.5904995956947,0.634348358972108,0.652956442945712,0.77654628449894,3.36737277327358,29,1480.59832000732,c1990_43,5
c1975,43,2016,13.1071439500142,12.077962441725,20.965956468213,445.589675985295,39.043918909938,0.462984463405277,0.659148495539121,0.792892119697514,3.91775901744771,84,4303.52412033081,c1975_43,5
c1980,43,2016,13.1397146177558,12.0747799551385,15.7684008207831,253.647564137661,33.8431807759216,0.497093128219952,0.564537372477573,0.827620877669299,4.24849323991788,66,3202.82041931152,c1980_43,5
c1985,43,2016,13.1122401982208,12.5384044207981,10.1584483957417,113.057981455852,28.6968528165398,0.445918188215496,0.569455288029269,0.912233887675192,3.90803999484871,56,2722.11073684692,c1985_43,5
c1970,43,2016,13.0548604795774,11.6759090685796,26.1157690805772,687.907342098764,43.7916781491568,0.597486111732222,0.68842155107833,0.831500181064587,3.59573528284436,70,3647.67761993408,c1970_43,5
c1960,43,2016,13.0907581064264,11.4642651121369,36.1852952201607,1316.75592992406,53.6495603322976,0.351523134688398,0.669884035045398,0.826637767294687,2.99374691053352,43,2212.69041442871,c1960_43,3
c1965,43,2016,12.981910833499,11.5560683589814,31.3248149562469,985.554702078124,48.8808833152283,0.58582428805778,0.571678311382585,0.862884488824787,3.04837699945627,51,2480.23012924194,c1965_43,3
c1965,44,2016,12.969080525125,10.4123258532937,32.5977746275169,1071.16946500072,49.0101004808106,0.521227639385264,0.702666625464505,0.771384400161185,3.60722881488825,60,2151.05543136597,c1965_44,4
c1970,44,2016,13.1221302923624,10.6033622434816,27.3824942838815,756.966136863255,43.9858565273631,0.573418907204727,0.595149715570491,0.734325764381437,4.15887259759575,47,1528.08542442322,c1970_44,5
c1980,44,2016,13.1858095688166,11.9709465327914,15.914397604379,262.062414534619,33.8853441371704,0.50364525701096,0.626334016478133,0.750625177569768,3.98974310611986,70,2344.68068122864,c1980_44,5
c1985,44,2016,13.1435782216186,12.0264693006604,10.8869640764836,129.734113213132,28.9134333771439,0.44742822419653,0.629894544011172,0.828138984432932,4.06099387649474,86,2886.99355316162,c1985_44,5
c1960,44,2016,12.8415643800853,10.7085251742208,36.6479110215603,1353.70155309541,53.3564361957811,0.339945598293826,0.819765721460398,0.644684521848008,3.32236874645278,35,1423.62351036072,c1960_44,3
c1990,44,2016,13.1358305739646,12.5196765500275,7.11538402766809,55.356621406463,25.6350605776956,0.452761199489456,0.530763326652776,0.820093507853833,3.35650167335605,37,1140.49256324768,c1990_44,5
c1975,44,2016,13.0818512975906,10.8824509554808,22.2798177119326,504.427676443294,39.1622686674134,0.613745080072269,0.746633613838166,0.718959330668749,4.31916616358623,74,2789.51266670227,c1975_44,5
c1970,45,2016,12.997082487799,11.3493815912698,26.4995979788185,708.297216101942,43.8489795700884,0.519605012732615,0.75701582792629,0.697958135977163,3.79336280220742,61,2972.51739120483,c1970_45,5
c1975,45,2016,13.227530722085,11.9450751694039,21.0863697884803,451.008991762744,39.0314449578843,0.452704393382083,0.924571813253753,0.884392799477086,4.06245839616862,59,3653.52279853821,c1975_45,5
c1990,45,2016,12.9709565398154,12.435650371128,7.15277129515361,54.4509138166939,25.5884216662816,0.346429126822983,0.908143655556862,0.902259251895046,3.34820790686493,36,2173.47109985352,c1990_45,5
c1985,45,2016,13.0705299866072,12.8232225571799,10.0978543621471,108.582958283515,28.921076919327,0.517231428700889,0.879100318434065,0.884179489068112,3.53537070381274,68,3927.58219909668,c1985_45,5
c1965,45,2016,13.0613025413012,11.6799052820001,30.8506513748353,957.721669310408,48.5305566568354,0.60857616844934,0.858195685766822,0.753012482882221,3.53913598538033,41,2298.64769744873,c1965_45,5
c1980,45,2016,13.1046234870189,12.6254211410866,15.3895407115529,242.698492384955,34.0149618526395,0.498331287324022,0.926584596542469,0.841020827668387,3.72822019038684,60,3720.80291938782,c1980_45,5
c1960,45,2016,13.0920471208297,12.2658570006739,35.5669148348418,1270.75406574569,53.8327718355157,0.54903038038643,0.839498221661347,0.591167681358208,2.51196605355193,37,2010.93810462952,c1960_45,3
c1990,46,2016,13.0959572259049,12.4219543759935,7.16246210429314,55.0150533414439,25.5844164802867,0.538804602091237,0.409010829770701,0.605671926085607,3.07788178923894,43,1425.13203430176,c1990_46,5
c1960,46,2016,13.1927525727156,11.6135606632631,36.0942694797184,1306.81014112108,53.7078301429814,0.498897479512298,0.659790482335181,0.618461373770556,2.4354598479471,34,1144.73910140991,c1960_46,2
c1985,46,2016,13.2557725890573,12.362309452981,10.4005741546684,116.60383607463,28.7628836076494,0.413241023363181,0.340860828781178,0.697882600167358,3.45632327951918,116,3838.14622879028,c1985_46,5
c1975,46,2016,13.1653037011736,11.1213248935002,22.0178540128874,491.089056876219,39.1391789063875,0.534213237990043,0.516345440977561,0.712376322227883,3.55712404573264,56,1871.63112640381,c1975_46,4
c1970,46,2016,13.0747568656371,11.3604407593217,26.6425129311196,716.590652469551,44.0029536904412,0.57240378400663,0.387669388823513,0.644901282023627,3.55482591164177,51,1691.68946075439,c1970_46,4
c1965,46,2016,13.1293067653801,11.5211364425211,31.4333427170095,993.102294348506,48.9544791595306,0.52163406386771,0.363354172887614,0.737934840592051,2.89166125574776,46,1518.72252655029,c1965_46,4
c1980,46,2016,13.2223794798612,11.7811156106071,16.2199714681408,271.577087297365,34.0010870787479,0.542379177510962,0.539989124887746,0.728348873675263,3.49735658694775,59,1975.80687713623,c1980_46,5
c1965,48,2016,13.0495225460443,10.7566120064934,31.824737074109,1023.19486620718,48.5813490806025,0.509901344562803,0.389760481765763,0.782027444774594,3.32980475859291,54,1122.56544494629,c1965_48,4
c1990,48,2016,13.0274468954613,13.3314051343184,6.16295474354453,41.0975451536381,25.4943598778629,0.579804815645642,0.312540284803631,0.919227111531164,3.40062270465881,31,674.295534133911,c1990_48,4
c1985,48,2016,12.9692748088065,11.6445354404421,11.530876221608,144.806796474302,29.1754116620501,0.545727653795989,0.362376248500834,0.81771939137652,3.62049670894011,59,1245.88834571838,c1985_48,5
c1980,48,2016,13.0599768657948,11.1973781781272,16.7820045324347,293.837435434424,33.9793827105619,0.558982237604213,0.291476591341704,0.866958127250688,4.08802127678416,63,1397.30818271637,c1980_48,5
c1970,48,2016,12.9823336316925,11.0179624879069,26.6459363860713,717.663804923516,43.6638988739782,0.603464388654533,0.275026532465139,0.833565261357776,3.89607942327582,76,1704.54613876343,c1970_48,5
c1960,48,2016,12.825549209316,10.8893726171889,37.0839572110806,1385.5447365102,53.9733298282695,0.422298477616182,0.40753268540755,0.786722876519418,2.94753823802647,36,740.25182723999,c1960_48,2
c1975,48,2016,12.9375349453113,10.7458822472087,22.4040886007084,513.332373583209,39.1499708479172,0.645189059222739,0.363159316197966,0.835256398844251,4.18475654216209,59,1246.37308979034,c1975_48,5
c1980,61,2016,13.2457794010268,12.2302714070992,15.7942185219343,255.02947699655,34.0244899290335,0.513209960834182,1,0.824122719141836,4.07958091290145,74,3331.59537124634,c1980_61,5
c1975,61,2016,13.3489657025811,11.5622905242787,21.4503555224318,467.702806371773,39.0126460467105,0.455825955167144,1,0.864460632778083,4.19631746941761,103,4635.15649032593,c1975_61,5
c1960,61,2016,13.3013995576608,11.5842574496485,35.9586360728053,1302.0168447865,53.5428935224538,0.623909940121753,1,0.645809042152919,2.87685951142193,48,2164.55686569214,c1960_61,2
c1985,61,2016,13.3015059365704,12.5468357925197,10.6406389888455,119.459796318321,29.1874747813652,0.420943206539418,1,0.783541238546354,3.64804507403733,102,4602.66363143921,c1985_61,5
c1970,61,2016,13.3439394611134,11.7983252864784,26.2672380500968,696.612605524826,44.0655633365752,0.600045425828706,1,0.800234891995293,3.9190820699291,75,3377.71529388428,c1970_61,5
c1990,61,2016,13.2176525965302,12.5580601987649,6.88652718572072,51.5948693080678,25.4445873844857,0.260891218615944,1,0.592893841087951,3.77575173492551,27,1216.20683670044,c1990_61,5
c1965,61,2016,13.424590744967,11.4669377810235,31.2452383520796,983.313604077073,48.7121761331031,0.543464696577581,1,0.860873830852829,3.39233086120468,79,3559.25754547119,c1965_61,4
c1965,62,2016,13.0052285576515,10.7951525027495,31.9677696594768,1030.35824627275,48.7629221622262,0.624114283760878,0.243929113767059,0.790048904379779,3.25615312844994,30,1406.49254608154,c1965_62,4
c1975,62,2016,12.9304121216776,10.2045407333639,23.102913004169,544.173446431349,39.3074537375329,0.68923788943014,0.504987990550322,0.824574178913444,4.4128560202053,36,1494.16881561279,c1975_62,5
c1970,62,2016,13.0402198534719,11.3917017282674,26.372817694681,705.618358340414,43.7645194229484,0.660790733767868,0.322549414368807,0.795521676658004,4.16720342923097,40,1799.61134338379,c1970_62,5
c1980,62,2016,13.1357099946224,11.6054658362208,16.0296151124885,268.45013878452,33.6350809487093,0.563585710942968,0.40549067876117,0.963674478703555,3.97746266578819,45,1956.35262298584,c1980_62,5
c1985,62,2016,12.9462710452327,10.7667079050856,12.1893000278791,164.175115015023,28.9560079329647,0.550835025359237,0.405096244384969,0.925279767723129,3.83277771093537,43,1870.24769592285,c1985_62,5
c1975,63,2016,12.8811072777645,10.9846566659441,22.3021135290319,505.658401817307,39.286770194976,0.716908021162619,0.357515350955998,0.777748042851767,3.78480192670267,46,1240.58685493469,c1975_63,5
c1970,63,2016,13.0174038903414,11.536790449102,26.3629741441331,703.148675309719,43.8997645932352,0.490091632515259,0.513541583106686,0.90454183277356,3.41966400780832,39,933.135805130005,c1970_63,5
c1965,63,2016,12.9898114193143,11.2737762438631,31.8766365133845,1021.60240739172,49.1504127572476,0.621672253074356,0.410048996106955,0.726674702761949,2.98870957083248,47,1214.82458114624,c1965_63,4
c1960,63,2016,13.0381879847386,11.4568300003643,36.3015420515377,1323.86858076386,53.7583720519021,0.635656360892744,0.306284954041923,0.791006525804784,2.25211649974484,31,871.083477020264,c1960_63,2
c1985,63,2016,12.9997042215212,11.8947221375631,11.4973532462345,142.321349996751,29.3920753837976,0.512515003682328,0.35214280531965,0.902280438891629,3.87732461385823,56,1515.49487876892,c1985_63,4
c1980,63,2016,12.997324746859,11.3806490982058,16.5150102757339,285.985108821749,33.8956593739397,0.487971347403629,0.409082897506682,0.84998552082367,3.8604482605647,47,1214.73931121826,c1980_63,5
c1985,64,2016,12.9731555984602,12.3229246149626,10.6053553531338,120.456096506987,28.9282799680965,0.56421425928896,0.441153284666773,0.900253523566717,3.80603620793268,62,2503.51183319092,c1985_64,5
c1965,64,2016,13.023120937968,11.5782186187135,31.7097740958523,1013.9382383509,49.2879927145657,0.572197223896939,0.402780434714856,0.883508113150101,3.22851517220104,42,1707.94420623779,c1965_64,4
c1980,64,2016,13.043788587928,12.4043878381813,15.6485617658139,255.079518795501,34.0529496039951,0.636749463250312,0.362681102996026,0.919592884337245,4.09817892908928,49,2001.76666259766,c1980_64,5
c1970,64,2016,13.0300239519079,11.4917219733859,26.5292617060599,712.487365165633,44.0209836794458,0.589509442400252,0.274110022001043,0.945048959579456,3.89725694342177,37,1523.64961242676,c1970_64,4
c1975,64,2016,13.038662268213,11.7851379436665,21.3007150927269,463.245150951372,39.0858530363933,0.517876441349696,0.453525168718837,0.90348478716493,4.25111263908119,52,2096.98724746704,c1975_64,4
c1990,64,2016,12.9839820763646,12.0138482455329,7.57354102997965,62.7528831760704,25.5873892755126,0.483746413315971,0.308442175345349,0.950562089972455,3.44457287048503,21,859.964561462402,c1990_64,4
c1960,64,2016,12.6489955223455,10.9791519713796,37.3963305181125,1404.53351224088,54.3754824894921,0.372215297385535,0.263504515545863,0.761480038751089,3.0390716786122,21,865.985774993897,c1960_64,1
c1975,65,2016,12.7637333905737,9.966261711986,23.0125916357378,538.78122850751,38.9788533477238,0.608496115110911,0.472335002523494,0.85225878815773,4.33231976706254,61,2108.01279449463,c1975_65,5
c1985,65,2016,12.9849725382387,12.5906800915516,10.3722477542767,112.644787951682,28.9629278458284,0.530397062592523,0.403842036944317,0.971391672266471,3.84800097852772,69,2516.76342582703,c1985_65,5
c1970,65,2016,12.9097236528909,10.6502352492131,27.0434211126294,736.871897399598,43.6936563618425,0.492469542505431,0.270281174135026,0.767182911464758,4.18968625854748,50,2057.79282569885,c1970_65,5
c1980,65,2016,12.922887135175,11.3071693916829,16.3525891811587,278.025000274354,33.6597585728417,0.595012514870144,0.362202553986059,0.953867101457172,3.9485442986548,46,1744.29642486572,c1980_65,5
c1960,65,2016,13.0301215111111,11.0907749066898,36.4472701607194,1335.50986574792,53.5380450674092,0.524800734013902,0.313373714475683,0.699445082509985,2.91573222749157,37,1461.76014900208,c1960_65,2
c1965,65,2016,12.8013787577099,10.2985982625226,32.6310978149306,1075.05927408737,48.9296960774532,0.575234963000166,0.294023664972077,0.753640145168235,3.68904109359292,49,1971.9846496582,c1965_65,5
c1990,65,2016,13.0563649916408,11.7232531030584,7.84192256256487,65.8825818324797,25.5651756656233,0.397714168650388,0.342596291359426,0.971458233177715,3.34333535900351,22,847.22917175293,c1990_65,5
c1980,67,2016,12.9149487536898,11.4692190724351,16.6044893374162,290.327839162677,34.0737084098514,0.609042222644863,0.659199683514883,0.927342196159496,3.90178163206465,41,2163.58108139038,c1980_67,5
c1985,67,2016,12.9833969941149,12.16364469028,10.872200135925,126.492007234156,29.035844826205,0.581370712491195,0.565853985841468,0.925723593118731,3.6289563153825,55,2904.05355453491,c1985_67,5
c1970,67,2016,12.958614842549,11.2856102062946,27.087821473177,739.474834820984,44.3734316794717,0.482456752751313,0.537440127074348,0.821253187406404,4.12644994874873,56,2954.5009727478,c1970_67,5
c1975,67,2016,13.0481065668511,11.317127256748,22.3911655818311,508.121793823974,39.7082928385791,0.56758441525776,0.682579691165829,0.886448911240097,3.84109275565865,44,2321.04549789429,c1975_67,5
c1990,67,2016,12.9604339867017,13.0491922552887,6.35969807433071,45.8542937765542,25.4088903296194,0.453825423875927,0.455882644858033,0.863016474757129,4.08773858286994,22,1162.64563751221,c1990_67,5
c1965,67,2016,12.965655912733,10.85353716238,32.0049851094583,1028.97617625294,48.8585222718383,0.522663189390407,0.453290985979496,0.618896421379644,3.42550769511586,42,2211.27061462402,c1965_67,5
c1960,67,2016,13.0412492225821,11.7223883040661,35.7250772531205,1286.67844687722,53.4474655571866,0.482400653429068,0.276259840453812,0.79335241069949,2.96582477485503,29,1527.74923324585,c1960_67,3
c1980,81,2016,12.9098626542821,11.6635117788586,16.0973467759057,273.291224667444,33.7608585547643,0.556566630542682,0.40271208169995,0.88458759735495,4.1003506436444,56,1629.86751556397,c1980_81,5
c1960,81,2016,13.0333972921624,12.3776678120038,35.3296493866764,1255.99938949387,53.7073171986801,0.570574783934021,0.217277395007237,0.7387856824363,2.36679377372903,40,1377.35432434082,c1960_81,3
c1975,81,2016,12.8808767791527,11.5044429310139,21.1223810015837,457.517826252839,38.6268239325976,0.581264254841152,0.466771778762806,0.802758453973772,4.14521489158689,46,1283.79005813599,c1975_81,5
c1965,81,2016,12.8725558128632,11.5340701292178,31.4004144755462,993.916666332573,48.9344846047641,0.603328581127079,0.290709730996515,0.76717098061881,3.3702999459296,62,1985.31043052673,c1965_81,5
c1970,81,2016,12.9215030491336,12.5707606486488,25.2309404036964,644.035108867664,43.8017010523452,0.599678495666166,0.286241600824007,0.849300592480065,3.848054411576,39,1246.30352973938,c1970_81,5
c1985,81,2016,12.9796257194076,12.480056735802,10.3256130390775,116.435159626442,28.8056697748796,0.444437467234836,0.485826707876455,0.936604472550495,3.58010707156324,57,1568.25376701355,c1985_81,5
c1960,82,2016,13.0711390098885,11.6978867495402,35.6583733882993,1279.80801827159,53.3562601378395,0.36564422243123,0.308845005746592,0.892064835214659,3.50405216669613,36,947.541893005372,c1960_82,1
c1965,82,2016,12.9254566131107,10.5711820253346,32.4114750281792,1059.3802026307,48.9826570535139,0.56608852987511,0.226904073541101,0.913852905074231,3.67567952594538,59,1582.23201179505,c1965_82,4
c1975,82,2016,12.9456357042193,11.3600294306484,21.8563195640884,487.973241200204,39.2163489947368,0.583332530053673,0.361797201442436,0.940861598857795,4.29307770118684,55,1423.6815738678,c1975_82,4
c1985,82,2016,13.0784702601057,12.6787110870929,10.4522906737209,115.231902152952,29.1310017608138,0.604059811915156,0.396294010170799,0.947235777918693,3.75743065205622,66,1689.95742034912,c1985_82,5
c1970,82,2016,13.0060957130139,11.5302960827208,26.8702575840707,727.840710663192,44.4005536667916,0.599101744775509,0.266649313555782,0.917680889548745,4.29259397507802,57,1514.0350894928,c1970_82,5
c1980,82,2016,13.059420980209,12.6671386815404,15.3515113035539,244.345780729239,34.0186499850943,0.566806417259567,0.494028506761589,0.967705771763769,4.4477586721801,56,1402.76491737366,c1980_82,5
c1985,83,2016,12.894640282436,12.6369448255056,10.2174072958129,113.549324594624,28.8543521213185,0.53489061560856,0.382045947540484,0.942097561814921,4.80240944393016,84,3148.71157073975,c1985_83,5
c1980,83,2016,12.9570636354844,12.6068939766728,15.6294073166017,253.443361744574,34.2363012932745,0.455438293508118,0.603001840964379,0.974638516830734,5.34213888345166,80,2914.2633857727,c1980_83,5
c1975,83,2016,12.7189345824566,11.0646801661178,21.7429040473818,481.810406239636,38.8075842134996,0.489732640538761,0.52368830398549,0.863539358125147,5.38634518521308,59,2170.43585205078,c1975_83,5
c1965,83,2016,12.9060987371177,11.9174841183761,30.9542830356705,966.884513356498,48.8717671540466,0.373857624376402,0.464149517111316,0.854441794282017,5.19618336849088,54,1997.46898269653,c1965_83,3
c1970,83,2016,12.6935403890248,11.585723885213,26.1475108136724,689.211508651104,43.7332346988854,0.613848186908132,0.533405520510214,0.97547257551362,5.36823038721706,44,1614.81955337524,c1970_83,5
c1960,83,2016,13.0183239312916,12.2272147181002,35.1542879800869,1244.10341570222,53.3815026981871,0.473918711906921,0.402318391158678,0.837477871210577,5.55258925157744,32,1197.46113967896,c1960_83,2
c1990,83,2016,12.8385913688765,12.7577623995873,6.83582378311967,54.5031905153127,25.593586182707,0.418009747840251,0.505814046144703,1,5.97608722247292,24,887.557006835937,c1990_83,5
c1960,84,2016,12.892338655402,11.3315615981508,36.0674328110189,1304.64189865816,53.3989944091697,0.44236932375337,0.522117982554356,0.771837129945935,3.38781412501361,36,1238.74470710754,c1960_84,2
c1965,84,2016,13.0474749511062,11.5413485043516,31.487637042649,1000.97047907,49.0289855470006,0.537206866290677,0.432911251947776,0.88425369117031,4.00391620172062,62,2147.9087600708,c1965_84,4
c1980,84,2016,13.1230209219782,12.7363961092673,15.0842760208855,233.947576680042,33.8206721301528,0.511142925167648,0.566121381811696,0.954091592704034,4.44512490944315,65,2221.20327758789,c1980_84,5
c1985,84,2016,13.086997951783,12.832557122281,10.1398317150823,110.775877418924,28.9723888373633,0.471706343536913,0.421382963543032,0.9420392191079,4.06686263399448,66,2298.18026542664,c1985_84,5
c1970,84,2016,12.8528189055198,11.1282960270915,26.9632752199948,734.926657521156,44.0915712470863,0.562386887825147,0.443267141833325,0.955400191172773,4.89472817254243,65,2260.70363807678,c1970_84,5
c1975,84,2016,12.997555695212,11.0580399673392,21.8266721952842,485.359917316428,38.8847121626233,0.503979891447801,0.498958747999948,0.936134057073718,5.03846181337502,75,2583.60294342041,c1975_84,4
c1990,84,2016,12.9152038946799,12.0907081627717,7.40476250529883,58.8902941296397,25.4954706680705,0.380844859981734,0.497783123278041,1,4.25971838208149,34,1176.35665130615,c1990_84,5
c1985,85,2016,12.9786129655718,12.054567760259,10.7299929067199,130.04692407495,28.7845606669789,0.500928271261662,0.537747013811243,0.966482871390344,4.12007369151399,60,2082.27564620972,c1985_85,5
c1960,85,2016,12.8583490771028,10.5318307698972,37.1581500764991,1388.29569115884,53.6899808463963,0.280323490857898,0.487928096479058,0.827162576734114,3.41343001167596,29,1003.39727020264,c1960_85,2
c1975,85,2016,12.7726792882977,10.6575959478655,22.5220879896946,518.041059953697,39.1796839375602,0.489706177978049,0.605743089760661,0.933949217448177,4.88660137587536,45,1558.63131713867,c1975_85,5
c1990,85,2016,12.9694829229036,13.3042228905134,6.24557787147045,42.1861588045405,25.5498007619839,0.550807188012136,0.604984614319566,0.950560262652865,3.74764626322515,20,689.451553344726,c1990_85,5
c1980,85,2016,12.9717413580612,12.1929157348537,15.7843942467263,259.253573367143,33.9773099815801,0.582050697979265,0.541358882493184,0.900511933532058,4.41156749644669,60,2073.56721305847,c1980_85,5
c1965,85,2016,12.9659326524587,11.2424615465101,31.3354243634678,987.820170052468,48.5778859099779,0.490938739780766,0.425716240069057,0.799555493229139,4.33195341108684,45,1553.86258125305,c1965_85,3
c1970,85,2016,12.9195580914279,11.3615456229671,26.7980834567711,729.809328544361,44.1596290797381,0.619577206697648,0.402542255957217,0.903244912021184,5.02735856574837,63,2173.46018218994,c1970_85,5
